id,label,text
8467,1,A relative letdown .
11486,2,It wo n't be long before you 'll spy I Spy at a video store near you .
8894,3,"The movie is for fans who ca n't stop loving anime , and the fanatical excess built into it ."
3088,3,It will break your heart many times over .
703,5,"Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film ."
9446,4,"( Serry ) wants to blend politics and drama , an admirable ambition ."
3702,5,"( Washington 's ) strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene ."
2247,3,journalism of the 1960s .
8109,3,"A very familiar tale , one that 's been told by countless filmmakers about Italian - , Chinese - , Irish - , Latin - , Indian - , Russian - and other hyphenate American young men struggling to balance conflicting cultural messages ."
5054,2,"Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke ."
11542,2,A painfully leaden film destined for pre-dawn cable television slots .
8476,2,"Overwrought , melodramatic bodice-ripper ."
9068,3,A thinly veiled look at different aspects of Chinese life clashing with each other .
2313,4,"Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity ."
838,5,"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans ."
6221,3,Your taste for Jonah - A Veggie Tales Movie may well depend on your threshold for pop manifestations of the Holy Spirit .
3266,3,... Myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs ...
1508,5,"A comedy that is warm , inviting , and surprising ."
9131,1,There is no pleasure in watching a child suffer .
10730,3,What happens to John Q ?
3392,4,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy ."
3377,5,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter .
3095,5,"Not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time ."
1230,5,"Kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor ."
11807,2,"Writer/director John McKay ignites some charming chemistry between Kate and Jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and Kate 's jealous female friends become downright despicable ."
9777,4,"( Schweiger is ) talented and terribly charismatic , qualities essential to both movie stars and social anarchists ."
3865,3,The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .
9821,5,Ranks among Willams ' best screen work .
1722,5,"( Ramsay ) visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor ."
11477,2,"After seeing SWEPT AWAY , I feel sorry for Madonna ."
3248,3,"The setting is so cool that it chills the characters , reducing our emotional stake in the outcome of `` Intacto 's '' dangerous and seductively stylish game ."
1143,4,It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .
10576,3,Occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .
4941,2,"Supposedly , Pokemon ca n't be killed , but Pokemon 4Ever practically assures that the pocket monster movie franchise is nearly ready to keel over ."
5287,4,Yes .
9522,2,It 's hampered by a Lifetime-channel kind of plot and a lead actress who is out of her depth .
1694,4,A charmer from Belgium .
11306,2,"The performances are so leaden , Michael Rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud ."
11814,3,"When not obscured by the booming bass-heavy soundtrack , the conversation presents the kind of linguistic fumbling not heard since Macy Gray 's game of Chinese whispers with Mr Bean ."
11482,2,"Never quite transcends jokester status ... and the punchline does n't live up to Barry 's dead-eyed , perfectly chilled delivery ."
11085,2,"This is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few ."
6085,3,This version of H.G. Wells ' Time Machine was directed by H.G. Wells ' great-grandson .
1565,4,A tone poem of transgression .
8116,3,"... a ho-hum affair , always watchable yet hardly memorable ."
4080,1,A sentimental mess that never rings true .
8383,4,Oddly compelling .
3983,3,"If Borstal Boy is n't especially realistic , it is an engaging nostalgia piece ."
3372,3,"Humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way ."
11413,3,"Hey , at least the title of this film lets you know exactly where it 's heading ."
2599,5,"A miraculous movie , I 'm Going Home is so slight , yet overflows with wisdom and emotion ."
8429,1,Just plain bad .
6641,2,Chan 's stunts are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy .
3643,5,A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .
3000,5,"As a science fiction movie , `` Minority Report '' astounds ."
10639,4,"Interacting eyeball-to-eyeball and toe-to-toe , Hopkins and Norton are a winning combination -- but Fiennes steals ` Red Dragon ' right from under their noses ."
3467,4,Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .
7686,4,"Just bring on the Battle Bots , please !"
2392,4,A tasty appetizer that leaves you wanting more .
4129,3,"A static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes ."
6721,3,Wait for pay per view or rental but do n't dismiss BarberShop out of hand .
6115,1,"In the end , there is n't much to it ."
5918,3,The good thing -- the only good thing -- about Extreme Ops is that it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list .
11072,2,There 's more scatological action in 8 Crazy Nights than a proctologist is apt to encounter in an entire career .
3534,4,"The film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ."
7945,2,"Ultimately , Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness ."
7690,3,"Don Michael Paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for Seagal ) ."
1424,4,Undoubtedly the scariest movie ever made about tattoos .
11532,1,Bad beyond belief and ridiculous beyond description .
7016,4,A sentimental hybrid that could benefit from the spice of specificity .
3920,5,"An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller ."
3627,2,This New Zealand coming-of-age movie is n't really about anything .
1640,4,Mama Africa pretty much delivers on that promise .
9194,2,"For starters , the story is just too slim ."
5914,4,"Deliberately and devotedly constructed , Far from Heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate ."
3978,2,And adults will at least have a dream image of the West to savor whenever the film 's lamer instincts are in the saddle .
10549,5,well worth the time .
5377,2,Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .
9595,2,Hit and miss as far as the comedy goes and a big ole ' miss in the way of story .
9929,5,A wonderful character-based comedy .
121,4,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture
5408,2,"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree ."
7180,3,New Yorkers always seem to find the oddest places to dwell ...
4339,2,"It winds up moving in many directions as it searches ( vainly , I think ) for something fresh to say ."
1802,5,"With ` Bowling for Columbine , ' Michael Moore gives us the perfect starting point for a national conversation about guns , violence , and fear ."
8304,2,The script ?
10755,1,"When ( De Palma 's ) bad , he 's really bad , and Femme Fatale ranks with the worst he has done ."
7650,2,"Sandra Bullock and Hugh Grant make a great team , but this predictable romantic comedy should get a pink slip ."
2069,2,"... while Dark Water is n't a complete wash ( no pun intended ) , watched side-by-side with Ringu , it ultimately comes off as a pale successor ."
4363,1,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?
7023,3,"I believe Silberling had the best intentions here , but he just does n't have the restraint to fully realize them ."
9565,2,"Offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm ."
11019,1,Vile and tacky are the two best adjectives to describe Ghost Ship .
5434,1,"Philosophically , intellectually and logistically a mess ."
7028,2,"The explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me ."
5681,3,Ice Age posits a heretofore unfathomable question : Is it possible for computer-generated characters to go through the motions ?
5931,2,"The movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had ."
9248,3,"Makes for some truly odd , at times confusing , kids entertainment ... but at least this time there 's some centered storytelling to go along with all the weird stuff ."
10517,4,"A resonant tale of racism , revenge and retribution ."
4148,1,"I approached the usher and said that if she had to sit through it again , she should ask for a raise ."
1450,4,"In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer ."
2917,3,Merci pour le movie .
3820,4,"I 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but Real Women Have Curves truly is life affirming ."
7208,2,I 'm left slightly disappointed that it did n't .
885,4,"An awfully good , achingly human picture ."
5725,1,"an appalling ` Ace Ventura ' rip-off that somehow manages to bring together Kevin Pollak , former wrestler Chyna and Dolly Parton ."
2778,4,What 's invigorating about it is that it does n't give a damn .
11145,2,"Proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism ... and still be a letdown if its twists and turns hold no more surprise than yesterday 's weather report ."
1383,2,The film runs on a little longer than it needs to -- Muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- but it 's smooth and professional .
9802,5,"Everything that has to do with Yvan and Charlotte , and everything that has to do with Yvan 's rambunctious , Jewish sister and her non-Jew husband , feels funny and true ."
11075,1,... the sum of the parts equals largely a confused mediocrity .
6572,3,"Not a bad premise , but the execution is lackluster at best ."
8034,2,The Master of Disguise falls under the category of ` should have been a sketch on Saturday Night Live . '
5637,3,They exist for hushed lines like `` They 're back ! ''
2262,3,"If Reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hypocrisies of our time ."
8264,4,"It 's funny , as the old saying goes , because it 's true ."
7565,2,"( T ) he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate Bela Lugosi 's now-cliched vampire accent ."
10024,5,"If you liked such movies as Notting Hill , Four Weddings And A Funeral , Bridget Jones ' Diary or High Fidelity , then you wo n't want to miss About A Boy ."
1156,4,Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...
2297,3,"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time ."
2921,4,"Claire is a terrific role for someone like Judd , who really ought to be playing villains ."
10277,4,"As blunt as it is in depicting child abuse , El Bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance ."
8735,2,This Nickleby thing might have more homosexual undertones than an Eddie Murphy film .
2082,4,Yet this one makes up for in heart what it lacks in outright newness .
5383,2,We just do n't really care too much about this love story .
6402,3,"After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go ."
7370,1,It 's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .
795,4,"For those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed ."
7901,4,"And Lee seems just as expectant of an adoring , wide-smiling reception ."
5264,2,"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?"
159,4,What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .
9399,1,My reaction in a word : disappointment .
904,4,It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .
8095,1,Each scene immediately succumbs to gravity and plummets to earth .
11737,3,"Though certainly original in form , Altar Boys requires a taste for Swamp Thing-type animation , doubled with a deafening score ."
4679,2,"If the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish ."
9528,2,But what are adults doing in the theater at all ?
4130,4,"Watching the chemistry between Freeman and Judd , however , almost makes this movie worth seeing ."
7941,2,A sloppy slapstick throwback to long gone bottom-of-the-bill fare like The Ghost and Mr. Chicken .
5670,4,Now here 's a sadistic bike flick that would have made Vittorio De Sica proud .
4888,5,"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game ."
3756,4,I 'm going to give it a marginal thumbs up .
1303,4,"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for ."
6828,2,"Feels like pieces a bunch of other , better movies slapped together ."
3296,4,While the frequent allusions to gurus and doshas will strike some Westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .
11135,3,It 's a sometimes interesting remake that does n't compare to the brilliant original .
9514,2,Directed in a paint-by-numbers manner .
1965,5,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause ."
4967,2,-- is a crime that should be punishable by chainsaw .
4804,3,The isolated moments of creative insanity finally are lost in the thin soup of canned humor .
695,5,"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood ."
8094,2,Stealing Harvard ca n't even do that much .
2677,5,It 's that good .
4246,3,"At its worst , it 's Rambo - meets-John Ford ."
4380,3,Avary 's film never quite emerges from the shadow of Ellis ' book .
9447,2,It 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .
8224,2,"Despite Juliet Stevenon 's attempt to bring cohesion to Pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs ."
11841,2,"The film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... Alas , Santa is more ho-hum than ho-ho-ho and the Snowman ( who never gets to play that flute ) has all the charm of a meltdown ."
6748,2,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river ."
4163,1,"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms ."
8852,3,"It has the ability to offend and put off everyone , but it holds you with its outrageousness ."
8868,3,Writer/director Mark Romanek spotlights the underlying caste system in America .
9906,3,It ultimately stands forth as an important chronicle of the abuses of one of Latin America 's most oppressive regimes .
5584,4,"Amidst the action , the script carries Arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . ''"
7613,3,"When the precise nature of Matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up ."
8474,1,"Laughably , irredeemably awful ."
3804,5,"The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache ."
6665,2,"Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good ."
10390,4,( Fessenden ) is much more into ambiguity and creating mood than he is for on screen thrills
4796,2,Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .
621,4,The hot topics of the plot are relegated to the background -- a welcome step forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty .
1382,4,"When it 's not wallowing in hormonal melodrama , `` Real Women Have Curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams ."
10334,5,A work of astonishing delicacy and force .
6270,3,He gets his secretary to fax it . ''
5744,1,"The appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet ."
4793,3,"The Emperor 's Club is one of those films that possesses all the good intentions in the world , but ..."
8397,5,Exciting and well-paced .
3216,3,"Sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do ."
11514,3,What The Four Feathers lacks is genuine sweep or feeling or even a character worth caring about .
2056,4,What makes the movie special is its utter sincerity .
11174,1,"It does n't help that the director and cinematographer Stephen Kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel ."
10844,2,"Nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clichés and telegraphed episodes smell of old soap opera ."
6340,2,The plot 's contrivances are uncomfortably strained .
598,2,"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin ."
6941,3,"A road trip that will get you thinking , ` Are we there yet ? '"
782,5,"While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible ."
7196,3,"For a film that celebrates radical , nonconformist values , What to Do in Case of Fire ?"
11447,1,Filmmakers have to dig deep to sink this low .
8481,2,Shallow .
3654,4,This is a shrewd and effective film from a director who understands how to create and sustain a mood .
8413,5,Great character interaction .
17,4,You walk out of The Good Girl with mixed emotions -- disapproval of Justine combined with a tinge of understanding for her actions .
2539,4,There 's a lot to recommend Read My Lips .
2766,4,"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own ."
2489,4,"Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back ."
3048,5,"If the real-life story is genuinely inspirational , the movie stirs us as well ."
6747,1,It 's a road-trip drama with too many wrong turns .
3581,4,( Grant ) goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .
4785,3,"A perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie ."
4031,4,You will likely prefer to keep on watching .
9060,4,"It 's so good that its relentless , polished wit can withstand not only inept school productions , but even Oliver Parker 's movie adaptation ."
9321,1,"Paid In Full is so stale , in fact , that its most vibrant scene is one that uses clips from Brian De Palma 's Scarface ."
6491,2,"Just consider what New Best Friend does not have , beginning with the minor omission of a screenplay ."
6894,2,Hip-hop rarely comes alive as its own fire-breathing entity in this picture .
5194,2,"Despite some charm and heart , this quirky soccer import is forgettable"
7645,2,A dark comedy that goes for sick and demented humor simply to do so .
9946,2,"Now , if it only had a brain ."
4030,3,"With its jerky hand-held camera and documentary feel , Bloody Sunday is a sobering recount of a very bleak day in Derry ."
7699,3,"In Moonlight Mile , no one gets shut out of the hug cycle ."
5841,4,"I like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort ."
4644,1,"A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor ."
9808,4,Stephen Earnhart 's homespun documentary Mule Skinner Blues has nothing but love for its posse of trailer park denizens .
9985,2,But it pays a price for its intricate intellectual gamesmanship .
7339,2,"If you saw Benigni 's Pinocchio at a public park , you 'd grab your kids and run and then probably call the police ."
8719,4,Affleck and Jackson are good sparring partners .
4656,4,"eventually arrives at its heart , as simple self-reflection meditation ."
2942,4,The film does give a pretty good overall picture of the situation in Laramie following the murder of Matthew Shepard .
6816,1,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature .
2881,4,"When all is said and done , she loves them to pieces -- and so , I trust , will you ."
10805,1,"... with the candy-like taste of it fading faster than 25-cent bubble gum , I realized this is a throwaway movie that wo n't stand the test of time ."
8162,3,"It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between ."
11682,2,"Human Nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal ."
7995,1,"The characters ... are paper-thin , and their personalities undergo radical changes when it suits the script ."
493,4,Lawrence plumbs personal tragedy and also the human comedy .
10450,4,"A provocative movie about loss , anger , greed , jealousy , sickness and love ."
9893,4,"Though Mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a Jules and Jim for the new millennium ."
10820,4,"Lovingly choreographed bloodshed taking place in a pristine movie neverland , basically ."
2670,4,"The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing ."
10993,1,"The premise is in extremely bad taste , and the film 's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them ."
4399,3,"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it ."
5956,3,"After all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying ."
6942,2,"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?"
2853,5,Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .
10385,4,Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .
1943,4,An edifying glimpse into the wit and revolutionary spirit of these performers and their era .
7927,3,Suffers from a decided lack of creative storytelling .
9566,1,Makes for a pretty unpleasant viewing experience .
3896,3,I prefer to think of it as `` Pootie Tang with a budget . ''
6188,3,Just a Kiss wants desperately to come off as a fanciful film about the typical problems of average people .
2349,4,An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .
6812,2,"The problem with The Bread , My Sweet is that it 's far too sentimental ."
6900,2,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting ( and funnier ) than his ."
7688,2,"Broder 's screenplay is shallow , offensive and redundant , with pitifully few real laughs ."
2200,2,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California ."
1152,5,Marvelously entertaining and deliriously joyous documentary .
7266,3,What 's the most positive thing that can be said about the new Rob Schneider vehicle ?
5460,2,It is too bad that this likable movie is n't more accomplished .
11408,2,But the characters tend to be cliches whose lives are never fully explored .
8885,2,Unflinchingly bleak and desperate
3386,4,It 's touching and tender and proves that even in sorrow you can find humor .
11294,2,Apparently kissing leads to suicide attempts and tragic deaths .
8831,3,Forgettable horror -- more gory than psychological -- with a highly satisfying quotient of Friday-night excitement and Milla power .
6162,1,An artsploitation movie with too much exploitation and too little art .
5626,3,Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .
8445,2,Decent but dull .
964,4,"At times a bit melodramatic and even a little dated ( depending upon where you live ) , Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two ."
7499,2,"This overlong infomercial , due out on video before month 's end , is tepid and tedious ."
7244,3,"It 's a gag that 's worn a bit thin over the years , though Do n't Ask still finds a few chuckles ."
1477,5,"Witty and often surprising , a dark little morality tale disguised as a romantic comedy ."
5303,2,"This movie is so bad , that it 's almost worth seeing because it 's so bad ."
10578,4,"Culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield ."
3495,4,"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office ."
1495,2,"The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar ."
9495,1,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments ."
3968,3,"A violent initiation rite for the audience , as much as it is for Angelique , the ( opening ) dance guarantees Karmen 's enthronement among the cinema 's memorable women ."
8997,5,"Instead , he shows them the respect they are due ."
10982,1,"There is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false ."
10492,4,Some movies are like a tasty hors-d'oeuvre ; this one is a feast .
9611,2,Scorsese does n't give us a character worth giving a damn about .
6621,1,"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast ."
1193,4,We 're drawn in by the dark luster .
4224,4,"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen ."
5326,2,"For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the last one ."
3120,4,"Thirteen Conversations About One Thing lays out a narrative puzzle that interweaves individual stories , and , like a Mobius strip , elliptically loops back to where it began ."
286,5,Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .
7589,2,"It lacks the compassion , good-natured humor and the level of insight that made ( Eyre 's ) first film something of a sleeper success ."
3494,4,Weighty and ponderous but every bit as filling as the treat of the title .
7591,2,A sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .
10086,2,"Unfortunately , they 're sandwiched in between the most impossibly dry account of Kahlo 's life imaginable ."
1013,4,"You do n't need to be a hip-hop fan to appreciate Scratch , and that 's the mark of a documentary that works ."
3828,4,"While Broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system ."
10971,3,"Both stars manage to be funny , but , like the recent I Spy , the star chemistry begs the question of whether random gags add up to a movie ."
5671,2,A movie that 's about as overbearing and over-the-top as the family it depicts .
8419,1,... hypnotically dull .
6158,3,It 's difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .
10620,5,An enjoyably half-wit remake of the venerable Italian comedy Big Deal on Madonna Street .
7773,2,Do n't say you were n't warned .
5185,3,"Oh , and Booty Call ."
10075,3,"Long after you leave Justine , you 'll be wondering what will happen to her and wishing her the best -- whatever that might mean ."
3553,4,An intimate contemplation of two marvelously messy lives .
4464,3,Wait for it to hit cable .
5717,2,"Although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken ."
4279,3,What you end up getting is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between .
2452,4,"The movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end ."
7605,2,A sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .
1651,5,"This is an exercise in chilling style , and Twohy films the sub , inside and out , with an eye on preserving a sense of mystery ."
3304,5,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor ."
10429,4,"The film 's real appeal wo n't be to Clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers ."
9729,5,"Together , Tok and O orchestrate a buoyant , darkly funny dance of death ."
2939,3,"Made for teens and reviewed as such , this is recommended only for those under 20 years of age ... and then only as a very mild rental ."
59,4,A crisp psychological drama ( and ) a fascinating little thriller that would have been perfect for an old `` Twilight Zone '' episode .
1615,4,"The picture runs a mere 84 minutes , but it 's no glance ."
1481,5,Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .
9330,4,"It 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible ."
7907,2,Earnest yet curiously tepid and choppy recycling in which predictability is the only winner .
8802,2,A subject like this should inspire reaction in its audience ; The Pianist does not .
6623,2,"Content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance ."
2920,4,All three women deliver remarkable performances .
11501,1,The sort of movie that gives tastelessness a bad rap .
7627,1,Master of Disguise runs for only 71 minutes and feels like three hours .
3044,5,"Bill Morrison 's Decasia is uncompromising , difficult and unbearably beautiful ."
5599,3,"In both the writing and cutting , it does not achieve the kind of dramatic unity that transports you ."
5635,3,"Well , they 're ` they ' ."
6821,1,"It ends up being neither , and fails at both endeavors ."
6163,1,The pacing is often way off and there are too many bona fide groaners among too few laughs .
10932,2,"The vampire thriller Blade II starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout ."
775,4,"Efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug ."
910,5,"The overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude ."
6813,3,A late-night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques .
4982,3,The innocence of holiday cheer ai n't what it used to be .
11228,2,"Even as lame horror flicks go , this is lame ."
6055,3,That is made almost impossible by events that set the plot in motion .
8128,2,Eight Legged Freaks falls flat as a spoof .
10843,2,"Expect to be reminded of other , better films , especially Seven , which director William Malone slavishly copies ."
3792,3,Would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?
3316,4,"So fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated ."
10897,2,"The story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay ."
1388,4,Discursive but oddly riveting documentary .
10372,3,"Even if the ride 's a little bumpy , with a final lap that 's all too suspiciously smooth , you gotta give director Roger Michell , best known for the superfluous Notting Hill , credit for trying ."
10989,3,"perfectly enjoyable , instantly forgettable , nothing to write home about ."
6851,1,A smug and convoluted action-comedy that does n't allow an earnest moment to pass without reminding audiences that it 's only a movie .
11139,2,Tom Green just gives them a bad odor .
4539,4,"A wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching ."
2908,4,"Expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street ."
